ID,species,Lat_y,Long_x
13866,latispatha,14.1,-85.43
23833,bihai,-16.4836,-49.3111
21374,laufao,-13.880713,-171.820838
6232,velutina,-10.32,-75.25
11947,vaginalis,9.16,-79.83
11797,irrasa,9.16,-79.87
6260,spathocircinata,-10.32,-75.25
23836,caribaea,-16.4836,-49.3111
13767,vaginalis,13.69,-84.84
23779,psittacorum,-19.5558,-40.2423
6252,vellerigera,-10.32,-75.25
24077,psittacorum,-10.685,-37.4253
6248,hirsuta,-10.32,-75.25
7159,latispatha,-1.33,-79.9
11114,beckneri,9.57,-84.06
23828,bihai,-16.4836,-49.3111
24265,psittacorum,-8.805639,-35.839528
10302,imbricata,8.28,-82.93
24059,psittacorum,-6.604444444,-35.12916667
10140,longiflora,8.75,-83.38
14580,schiedeana,18.583334,-95.28333
14366,librata,17.091,-94.109
12053,latispatha,9,-79.73
15088,schiedeana,21.266666,-99.416664
6230,apparicioi,-10.3,-75.25
6261,stricta,-10.3,-75.25
20438,bourgaeana,18.45,-95.283
9369,psittacorum,5.3833,-52.95
20397,hirsuta,14.63,-84.65
6222,velutina,-10.3,-75.25
7772,impudica,0.03,-78.63
14906,schiedeana,19.85,-96.78333
24163,acuminata,-20.464611,-55.487528
6255,chartacea,-10.3,-75.25
23807,hirsuta,-16.4836,-49.3111
24230,subulata,-23.3808,-53.2917
10214,latispatha,8.7,-83.52
12599,vaginalis,10.41,-84.24
6241,hirsuta,-10.32,-75.25
13900,hirsuta,14.23,-85.32
11659,tortuosa,9.03,-82.96
5947,rostrata,-14.65,-67.79
13874,mathiasiae,14.23,-85.32
13097,mariae,10.43,-84
5926,rostrata,-14.65,-67.79
13486,osaensis,12.17,-84.32
23686,psittacorum,-9.66583,-35.7353
7585,stricta,-0.42,-76.62
20208,metallica,11.6,-84.88
15164,aemygdiana,-6.649196,-79.31143
14356,vaginalis,17.3,-94.63
6893,episcopalis,-3.73,-73.23
23830,bihai,-16.4836,-49.3111
23702,psittacorum,-18.40157,-39.51217
14324,adflexa,17.3,-94.633
15169,wagneriana,8.6111111,-83.5222222
8933,acuminata,4.08,-57.5
13614,metallica,13.6,-85.63
10915,longiflora,8.43,-77.47
23811,acuminata,-1.45583,-48.5044
6246,vellerigera,-10.32,-75.25
7154,latispatha,-1.05,-80.88
6923,hirsuta,-3.47,-72.83
23524,psittacorum,-9.66583,-35.7353
14047,latispatha,15.77,-87.43
14415,librata,17.1,-92.26667
13855,longiflora,14.1,-85.43
13973,collinsiana,15.92,-93.25
14637,latispatha,18.45,-95.28333
19101,golfodulcensis,8.530837,-83.299573
6308,penduloides,-10.32,-75.25
23550,psittacorum,-19.0092,-57.6533
21271,indica,-5.537888,151.774399
10166,imbricata,8.61,-83.52
8574,burleana,3.5702777,-76.58639
13772,metallica,13.69,-84.84
6295,episcopalis,-10.25,-75.15
9058,richardiana,4.4833,-52.0333
23585,pendula,-12.833333,-39.083333
6290,subulata,-10.67,-75.38
1375,acuminata,-12.9,-69.3
13494,longiflora,12.17,-84.32
23843,psittacorum,-1.45583,-48.5044
12930,mathiasiae,10.31,-83.93
14389,bourgaeana,17.1,-92.26667
13834,librata,14.3,-88.2
23506,psittacorum,-20.4711,-55.7872
6253,lingulata,-10.83,-75.28
8746,richardiana,3.8738,-52.8738
6236,hirsuta,-10.78,-75.33
6655,schumanniana,-4.5,-78.5
23758,psittacorum,-11.5192,-37.5117
13559,librata,13.33,-85.63
9078,bihai,4.5833,-52.45
8737,densiflora,3.8738,-52.8738
6221,rostrata,-10.78,-75.33
5990,hirsuta,-14.71,-61.16
13628,vaginalis,13.33,-85.63
10589,ramonensis,8.68,-80.61
14875,schiedeana,19.383333,-96.971664
23676,marginata,-19.487617,-57.092153
7537,aemygdiana,-0.4,-77.17
13489,vaginalis,12.17,-84.32
12539,tortuosa,10.22,-84.59
10739,wagneriana,8.55,-79.87
13887,longiflora,14.23,-85.32
6682,stricta,-4.92,-78.32
13843,humilis,14.07,-87.47
23911,psittacorum,-11.0147,-37.2064
13851,aurantiaca,14.23,-85.32
14277,spissa,16.969,-91.28
6316,lingulata,-10.75,-74.916664
12172,xanthovillosa,9.3,-78.97
6317,penduloides,-10.75,-74.92
13852,longiflora,14.23,-85.32
9017,acuminata,4.55,-52.152
6310,subulata,-10.75,-74.92
14884,bourgaeana,19.2125,-96.87861
23695,psittacorum,-10.6886,-37.1483
22521,irrasa,10.990556,-85.427778
13237,metallica,11.03,-85.4
9885,latispatha,8.69,-83.48
9643,richardiana,6.4667,-58.5333
9299,acuminata,5.32,-58.53
14613,schiedeana,18.516666,-95.15
2187,irrasa,8.69,-83.48
23786,psittacorum,-3.92333,-40.8894
13449,longiflora,12.27,-85.08
6311,subulata,-10.75,-74.92
9901,imbricata,8.69,-83.48
14824,adflexa,19.75,-97.11667
11772,imbricata,9.61,-82.81
15202,latispatha,8.6111111,-83.5222222
6313,spathocircinata,-10.75,-74.92
9923,latispatha,8.7,-83.48
9675,psittacorum,7.45,-78.05
24169,velloziana,-24.6525,-48.400278
24189,psittacorum,-10.6039,-37.1128
6546,schumanniana,-6,-79.17
6319,stricta,-10.75,-74.92
12961,irrasa,10.43,-84
12892,mathiasiae,10.43,-84
12872,pogonantha,10.43,-84
13102,mariae,10.43,-84
12844,imbricata,10.43,-84
12995,umbrophila,10.43,-84
11894,longa,9.21,-79.38
11905,vaginalis,9.28,-79.31
12102,hirsuta,9.1,-79.35
10751,metallica,8.69,-79.92
10654,ramonensis,8.63,-80.11
10456,trichocarpa,8.51,-81.07
7529,spathocircinata,-0.63,-77.45
12789,longiflora,10.91,-84.76
6314,lingulata,-10.75,-74.92
12937,mathiasiae,10.43,-84
13812,longiflora,13.65,-84.42
790M,nutans,8.801253,-82.483542
791M,nutans,8.801253,-82.483542
792M,nutans,8.801253,-82.483542
13750,hirsuta,13.53,-84.24
22883,latispatha,20.216622,-96.815267
22880,latispatha,18.609531,-95.702408
22881,latispatha,18.609531,-95.702408
22882,latispatha,18.609531,-95.702408
22877,latispatha,17.55795,-92.004528
22878,latispatha,17.55795,-92.004528
22879,latispatha,17.55795,-92.004528
742M,mariae,16.198617,-89.440542
22874,latispatha,15.624972,-88.964289
22875,latispatha,15.624972,-88.964289
22876,latispatha,15.624972,-88.964289
743M,mariae,15.302825,-89.941808
744M,mariae,15.302825,-89.941808
745M,mariae,15.302825,-89.941808
20966,collinsiana,15.300175,-89.949789
20966,collinsiana,15.300175,-89.949789
20966,collinsiana,15.300175,-89.949789
20967,collinsiana,14.378986,-90.889844
20967,collinsiana,14.378986,-90.889844
20967,collinsiana,14.378986,-90.889844
22871,latispatha,14.450667,-91.134894
22872,latispatha,14.450667,-91.134894
22873,latispatha,14.450667,-91.134894
20046,collinsiana,14.72,-91.53
20046,collinsiana,14.72,-91.53
20046,collinsiana,14.72,-91.53
21060,collinsiana,11.98333,-86.31667
21060,collinsiana,11.98333,-86.31667
21060,collinsiana,11.98333,-86.31667
693M,longa,12.072419,-84.537361
694M,longa,12.072419,-84.537361
695M,longa,12.072419,-84.537361
875M,pogonantha,12.072419,-84.537361
876M,pogonantha,12.072419,-84.537361
877M,pogonantha,12.072419,-84.537361
746M,mariae,11.99705,-84.848581
747M,mariae,11.99705,-84.848581
748M,mariae,11.99705,-84.848581
22868,latispatha,11.996231,-84.788147
22869,latispatha,11.996231,-84.788147
22870,latispatha,11.996231,-84.788147
896M,ramonensis,10.018122,-84.33685
897M,ramonensis,10.018122,-84.33685
898M,ramonensis,10.018122,-84.33685
899M,ramonensis,10.018122,-84.33685
1030M,trichocarpa,10.018122,-84.33685
1031M,trichocarpa,9.922575,-83.599631
1032M,trichocarpa,10.018122,-84.33685
22902,longa,10.277911,-84.414625
22903,longa,10.277911,-84.414625
22904,longa,10.277911,-84.414625
749M,mariae,10.379606,-84.539431
750M,mariae,10.379606,-84.539431
751M,mariae,10.379606,-84.539431
22865,latispatha,10.384514,-84.539244
22866,latispatha,10.388114,-84.536486
22867,latispatha,10.439475,-84.510511
960M,secunda,10.048647,-83.988942
961M,secunda,10.048647,-83.988942
962M,secunda,10.048647,-83.988942
963M,secunda,10.225989,-84.170214
964M,secunda,10.225989,-84.170214
965M,secunda,10.225989,-84.170214
878M,pogonantha,10.403503,-84.132714
879M,pogonantha,10.403503,-84.132714
880M,pogonantha,10.403503,-84.132714
1033M,trichocarpa,9.920631,-83.591589
1034M,trichocarpa,9.920631,-83.591589
1035M,trichocarpa,9.920631,-83.591589
882M,pogonantha,9.920631,-83.591589
883M,pogonantha,10.040644,-83.546042
884M,pogonantha,10.040644,-83.546042
699M,longa,9.991039,-83.107381
700M,longa,9.991039,-83.107381
701M,longa,9.991039,-83.107381
869M,pogonantha,9.643089,-82.805411
870M,pogonantha,9.643089,-82.805411
871M,pogonantha,9.643089,-82.805411
1007M,talamancana,9.63,-82.83
1008M,talamancana,9.63,-82.83
11733,talamancana,9.63,-82.83
752M,mariae,9.643089,-82.805411
753M,mariae,9.643089,-82.805411
754M,mariae,9.643089,-82.805411
11675,mariae,9.64,-82.81
22862,latispatha,9.643089,-82.805411
22863,latispatha,9.643089,-82.805411
22864,latispatha,9.643089,-82.805411
992M,stilesii,9.813175,-84.385378
993M,stilesii,9.813175,-84.385378
994M,stilesii,9.813175,-84.385378
858M,platystachys,9.533033,-84.472908
859M,platystachys,9.533033,-84.472908
860M,platystachys,9.533033,-84.472908
734M,marginata,9.521842,-84.238136
735M,marginata,9.521842,-84.238136
736M,marginata,9.521842,-84.238136
1036M,trichocarpa,10.209192,-84.407944
1037M,trichocarpa,10.209192,-84.407944
22714,danielsiana,8.712769,-82.933272
22714,danielsiana,8.712769,-82.933272
22714,danielsiana,8.712769,-82.933272
10306,nutans,8.81,-82.48
885M,pogonantha,8.513964,-81.114353
886M,pogonantha,8.513964,-81.114353
887M,pogonantha,8.513964,-81.114353
1039M,trichocarpa,8.513964,-81.114353
1040M,trichocarpa,8.513964,-81.114353
1041M,trichocarpa,8.513964,-81.114353
900M,ramonensis,8.624803,-80.116683
901M,ramonensis,8.624803,-80.116683
902M,ramonensis,8.624803,-80.116683
776M,necrobracteata,8.624803,-80.116683
777M,necrobracteata,8.624803,-80.116683
778M,necrobracteata,8.624803,-80.116683
729M,magnifica,8.68,-79.92
730M,magnifica,8.68,-79.92
731M,magnifica,8.68,-79.92
756M,mariae,9.136786,-79.722817
757M,mariae,9.136786,-79.722817
758M,mariae,9.136786,-79.722817
861M,platystachys,9.136786,-79.722817
12005,platystachys,9.136786,-79.722817
863M,platystachys,9.136786,-79.722817
12104,latispatha,9.13,-79.72
22859,latispatha,9.136786,-79.722817
22860,latispatha,9.136786,-79.722817
22861,latispatha,9.136786,-79.722817
702M,longa,9.218839,-79.350756
703M,longa,9.218839,-79.350756
11960,longa,9.218839,-79.350756
22684,curtispatha,9.321528,-79.954492
22684,curtispatha,9.321528,-79.954492
22684,curtispatha,9.321528,-79.954492
872M,pogonantha,9.532092,-79.664581
873M,pogonantha,9.532092,-79.664581
19680,pogonantha,9.532092,-79.664581
19371,colgantea,8.96075,-83.394128
19371,colgantea,8.96075,-83.394128
19371,colgantea,8.96075,-83.394128
6630,schumanniana,-4.53,-78.16
23810,psittacorum,-1.546853,-47.112956
13753,longiflora,13.66,-84.92
23598,hirsuta,-25.5478,-54.5881
23775,farinosa,-26.905506,-49.079131
6815,schumanniana,-3.83,-77.67
10418,pogonantha,8.79,-82.96
1027M,tortuosa,8.820967,-82.972408
1028M,tortuosa,8.820967,-82.972408
1029M,tortuosa,8.820967,-82.972408
13528,latispatha,13.42,-86.24
10049,latispatha,8.69,-83.48
23139,solomonensis,-9.465544,159.974736
20490,solomonensis,-9.427994,159.873286
23025,paka,-18.261361,177.926181
19644,paka,-17.615719,178.016317
unk,paka,-17.615719,178.016317
22993,nutans,8.848922,-82.598764
10405,nutans,8.82,-82.62
22994,nutans,8.848922,-82.598764
22995,nutans,8.848922,-82.598764
22996,nutans,8.82,-82.62
22997,nutans,8.82,-82.62
10257,nutans,8.83,-82.6
19481,lankesteri,8.82,-82.62
737M,marginata,8.61,-82.96
738M,marginata,8.61,-82.96
10301,marginata,8.61,-82.96
23159,stilesii,8.651472,-83.175625
23160,stilesii,8.651472,-83.175625
23161,stilesii,8.651472,-83.175625
20756,vellerigera,9.436092,-83.710206
22694,danielsiana,9.436092,-83.710206
22694,danielsiana,9.436092,-83.710206
22694,danielsiana,9.436092,-83.710206
23201,umbrophila,10.430217,-84.003436
12986,latispatha,10.43,-84
12890,imbricata,10.43,-84
12840,pogonantha,10.43,-84
22832,irrasa,10.459147,-84.004033
13010,mariae,10.43,-84
13046,mathiasiae,10.43,-84
13026,sarapiquensis,10.42,-84
12880,trichocarpa,10.43,-84
6617,velutina,-4.5,-78.5
20739,pogonantha,9.617,-82.817
10102,stilesii,8.69,-83.48
15225,laufao,-14.023991,-171.703561
13892,longiflora,14.1,-85.43
984,indica,1.288082,124.866503
22825,indica,1.010158,124.792717
23029,papuana,-6.6232,147.01528
23030,papuana,-6.739369,146.672278
19452,indica,-4.341364,152.049911
23031,papuana,-5.397703,145.709736
11943,vaginalis,9.27,-79.93
11857,mariae,9.27,-79.93
12002,pogonantha,9.35,-79.82
11903,vaginalis,9.5,-79.66
12040,pogonantha,9.5,-79.66
22981,necrobracteata,8.624803,-80.116683
22982,necrobracteata,8.624803,-80.116683
22983,necrobracteata,8.624803,-80.116683
23076,ramonensis,8.603972,-80.126228
23077,ramonensis,8.603972,-80.126228
23078,ramonensis,8.603972,-80.126228
10688,longa,8.69,-80.45
10573,trichocarpa,8.67,-80.6
10625,reticulata,8.67,-80.6
10564,lennartiana,8.67,-80.6
21092,bella,8.490814,-81.085619
10500,trichocarpa,8.58,-81.2
966M,secunda,10.724514,-85.071544
967M,secunda,10.724514,-85.071544
968M,secunda,10.724514,-85.071544
23223,xanthovillosa,9.29,-78.97
23224,xanthovillosa,9.29,-78.97
23225,xanthovillosa,9.29,-78.97
12131,longiflora,9.33,-78.98
22930,maculata,9.5,-79.66
22930,maculata,9.5,-79.66
22930,maculata,9.5,-79.66
22687,curtispatha,9.339514,-79.954497
22687,curtispatha,9.339514,-79.954497
22687,curtispatha,9.339514,-79.954497
23221,wagneriana,9.287508,-79.906519
22936,magnifica,8.68,-79.92
22937,magnifica,8.68,-79.92
10744,irrasa,8.69,-79.92
22809,griggsiana,8.6,-74
6318,rostrata,-10.72,-74.9
13361,longiflora,11.1,-84.28
653,caquetensis,1.724381,-75.719042
6312,rostrata,-10.72,-74.9
22891,lennartiana,8.668056,-80.5925
22890,lennartiana,8.668056,-80.5925
10649,reticulata,8.67,-80.6
23090,reticulata,8.668056,-80.5925
19323,atropurpurea,8.668056,-80.5925
10666,longiflora,8.67,-80.6
22917,longiflora,8.668056,-80.5925
23091,reticulata,8.668056,-80.5925
23092,reticulata,8.668056,-80.5925
23202,vaginalis,9.136786,-79.722817
23203,vaginalis,9.136786,-79.722817
23222,wagneriana,9.29,-78.97
22998,nutans,8.769083,-82.199331
22999,nutans,8.769083,-82.199331
19330,barryana,8.769083,-82.199331
19324,atropurpurea,8.769083,-82.199331
21256,ramonensis,8.742925,-82.25793
23000,nutans,8.749767,-82.199392
10450,nutans,8.75,-82.25
23001,nutans,8.749767,-82.199392
22855,lankesteri,8.819808,-82.400031
22856,lankesteri,8.819808,-82.400031
22857,lankesteri,8.81,-82.4
21161,maculata,9.47806,-79.56528
23002,nutans,8.528308,-81.095883
22790,faunorum,8.528308,-81.095883
15254,laufao,-13.91205,-171.84737
19514,laufao,-13.82877,-171.75396
19513,laufao,-13.95564,-171.60005
23024,paka,-17.897961,178.207039
23023,paka,-17.615719,178.016317
21456,indica,-17.563752,168.393218
21461,indica,-15.15172,167.098404
22829,indica,-9.42891,159.94455
22828,indica,-9.42891,159.94455
23143,solomonensis,-9.418603,159.890819
22830,indica,-9.418603,159.890819
22845,lanata,-9.75025,159.82957
22843,lanata,-9.75025,159.82957
20494,solomonensis,-9.75025,159.82957
19650,papuana,-6.719681,146.752756
23033,papuana,-5.426697,145.709736
23034,papuana,-5.347703,145.709736
15269,indica,-4.201061,152.038384
22643,indica,-6.435144,146.874219
unk,indica,-6.435144,146.874219
22924,lutea,9.29,-78.97
22925,lutea,9.29,-78.97
22927,lutea,9.29,-78.97
12165,lutea,9.23,-78.97
22926,lutea,9.29,-78.97
12207,xanthovillosa,9.23,-78.97
23226,xanthovillosa,9.29,-78.97
12246,xanthovillosa,9.3,-78.94
19462,irrasa,9.38,-79.57
22822,imbricata,9.38,-79.57
22918,longiflora,9.234089,-79.359794
11813,lutea,9.18,-79.41
22834,irrasa,9.234089,-79.359794
23204,vaginalis,9.234089,-79.359794
22816,hirsuta,9.218839,-79.350756
22817,hirsuta,9.218839,-79.350756
22898,sarapiquensis,8.609533,-80.123383
10689,latispatha,8.63,-80.12
22897,sarapiquensis,8.624803,-80.116683
22966,metallica,8.603972,-80.126228
10686,thomasiana,8.63,-80.12
23171,thomasiana,8.603972,-80.126228
23172,thomasiana,8.603972,-80.126228
22919,lophocarpa,8.603972,-80.126228
22920,lophocarpa,8.603972,-80.126228
23066,ramonensis,8.668056,-80.5925
22893,stricta,8.668056,-80.5925
22821,ignescens,8.668056,-80.5925
23067,ramonensis,8.744017,-82.230131
18957,ramonensis,8.744017,-82.230131
21254,ramonensis,8.741716,-82.229798
21780,trichocarpa,8.742925,-82.25793
21190,nutans,8.742925,-82.25793
22967,metallica,8.68,-79.92
23173,thomasiana,8.68,-79.92
22835,irrasa,9.136786,-79.722817
22836,irrasa,9.136786,-79.722817
22892,stricta,8.668056,-80.5925
15278,hirsuta,10.715114,-61.288377
6238,lingulata,-10.17,-75.57
13523,latispatha,13.67,-89.25
14394,wagneriana,17.471666,-92.81167
24207,psittacorum,-7.56056,-35.0025
13901,metallica,14.23,-85.32
23727,richardiana,-19.3911,-40.0722
6287,subulata,-10.17,-75.57
10373,stilesii,8.3,-82.95
4648,ramonensis,8.742925,-82.25793
3060,irrasa,8.742925,-82.25793
4644,lankesteri,8.742925,-82.25793
2824,nutans,8.742925,-82.25793
4650,trichocarpa,8.742925,-82.25793
574,atropurpurea,8.742925,-82.25793
2673,maculata,8.742925,-82.25793
2548,curtispatha,8.742925,-82.25793
13870,longiflora,14.23,-85.32
13219,psittacorum,10.6,-61.2
10192,stilesii,8.48,-83.46
7208,stricta,-1.48,-77.45
23162,stricta,6.1798,-57.42536
741M,marginata,6.1798,-57.42536
23064,psittacorum,6.1798,-57.42536
23147,spathocircinata,6.783483,-58.491392
19319,acuminata,5.172908,-59.478156
23046,pendula,3.377389,-59.796086
19347,bihai,3.377389,-59.796086
22815,hirsuta,10.683483,-61.289072
22736,bihai,10.683483,-61.289072
23146,spathocircinata,10.683483,-61.289072
23063,psittacorum,10.125519,-61.743069
10516,nutans,8.45,-81.78
10539,cucullata,8.54,-81.8
10550,nutans,8.54,-81.8
10492,lankesteri,8.54,-81.8
10510,lophocarpa,8.54,-81.8
19859,lankesteri,8.55,-81.77
19322,atropurpurea,8.73,-82.23
21127,ignescens,8.742925,-82.25793
21213,nutans,8.730786,-82.23959
21259,ramonensis,8.730786,-82.23959
10440,ignescens,8.78,-82.22
10295,lindsayana,8.84,-82.2
10270,wagneriana,8.88,-82.12
10318,mariae,8.88,-82.12
10390,vaginalis,8.8,-82.2
22894,lentiginosa,6.185528,-74.789406
23097,rigida,6.301806,-75.004856
22912,longa,6.226364,-74.868744
23118,sanctae-martae,6.2108,-74.8406
22895,lentiginosa,6.226364,-74.868744
969M,signa-hispanica,5.868461,-76.148881
23079,regalis,5.699139,-76.666256
19405,dasyantha,4.53868,-52.13687
22709,bihai,10.683483,-61.289072
9880,wagneriana,8.48,-83.47
6298,subulata,-10.17,-75.57
12364,vaginalis,10.99,-85.43
22853,lankesteri,9.796575,-83.895358
14276,vaginalis,16.969,-91.28
19337,bella,8.668056,-80.5925
15330,griggsiana,-0.41181,-78.735075
914,impudica,-0.41181,-78.735075
23,burleana,-0.41181,-78.735075
3999,stricta,-0.31667,-78.95
15338,stricta,-0.31667,-78.95
15340,aemygdiana,-0.31667,-78.95
15342,fragilis,-0.31667,-78.95
15344,curtispatha,-0.31667,-78.95
15350,obscura,-0.31667,-78.95
15352,nigripraefixa,-0.31667,-78.95
15357,regalis,-0.31667,-78.95
15361,venusta,-0.388114,-78.766425
15363,latispatha,-0.38267,-78.811044
19105,griggsiana,-0.395593,-78.815321
2198,paludigena,-0.37015,-78.832365
23012,obscura,-0.58656,-79.36472
22986,nigripraefixa,-0.58656,-79.36472
19440,harlingii,-0.58656,-79.36472
22913,longa,-0.58656,-79.36472
15396,stricta,-0.571185,-79.313191
15398,spathocircinata,-0.571185,-79.313191
15400,obscuroides,-0.571185,-79.313191
15404,nigripraefixa,-0.571185,-79.313191
4197,harlingii,-0.571185,-79.313191
15413,curtispatha,-0.571185,-79.313191
19046,curtispatha,-0.31667,-78.95
15439,virginalis,0.830563,-78.404424
22801,gaiboriana,0.824233,-78.391395
15444,fredberryana,0.830563,-78.404424
22807,griggsiana,0.824233,-78.391395
1136,impudica,0.830563,-78.404424
15452,cordata,0.830563,-78.404424
22794,fragilis,0.824233,-78.391395
1308,sclerotricha,0.830563,-78.404424
23124,sclerotricha,0.824233,-78.391395
15458,sclerotricha,0.830563,-78.404424
15467,dielsiana,-0.463744,-77.87652
19409,dielsiana,-0.669186,-77.793889
15476,burleana,-0.669186,-77.793889
15477,pastazae,-0.669186,-77.793889
15484,obscura,-0.796313,-77.779417
15486,stricta,-0.796313,-77.779417
15488,spathocircinata,-0.699341,-77.727134
15490,spathocircinata,-0.721256,-77.683359
15494,dielsiana,-0.745997,-77.483186
15495,pastazae,-0.745997,-77.483186
15499,chartacea,-0.754414,-77.472518
15500,stricta,-0.749222,-77.446777
15503,spathocircinata,-0.749222,-77.446777
15506,aemygdiana,-0.749222,-77.446777
5662,chartacea,-0.735727,-77.380311
15511,orthotricha,-0.723312,-77.360157
2246,rostrata,-0.713572,-77.333687
23113,rostrata,-0.713878,-77.336403
15517,rostrata,-0.713572,-77.333687
20466,rostrata,-0.713878,-77.336403
15537,standleyi,-1.040938,-77.666311
20503,standleyi,-0.066667,-77.6
15541,schumanniana,-1.040938,-77.666311
15542,aemygdiana,-1.040938,-77.666311
15543,vellerigera,-1.040938,-77.666311
20947,vellerigera,-0.066667,-77.6
15548,stricta,-1.040938,-77.666311
15563,pastazae,-0.724622,-77.791162
15567,obscura,-0.724622,-77.791162
19436,griggsiana,-0.01667,-78.76667
11037,osaensis,9.8,-84.6
19225,clinophila,8.742925,-82.25793
1137,indica,1.448426,124.861684
620,indica,-9.455617,159.930357
12900,calatheaphylla,10.04,-83.52
22729,bihai,4.805336,-52.363628
6279,lingulata,-10.17,-75.57
12330,longa,10.88,-85.4
14521,adflexa,18.95,-96.76667
22972,mutisiana,6.052731,-75.727528
19439,griggsiana,5.857725,-76.040058
22791,fernandezii,5.866297,-76.180817
23199,trichocarpa,5.853042,-76.199447
23081,regalis,5.783433,-76.292336
23094,reticulata,5.727944,-76.318381
23082,regalis,5.728564,-76.3949
22971,mucilagina,5.732456,-76.595156
23083,regalis,5.732456,-76.595156
22989,nigripraefixa,5.751692,-76.520764
585,atratensis,5.547507,-76.633899
22818,holmquistiana,5.235314,-76.659017
23096,rhodantha,5.296361,-76.470767
21831,samperiana,5.296361,-76.470767
22974,nariniensis,4.702194,-76.010506
23105,robertoi,4.945606,-76.198864
22831,intermedia,4.945542,-76.187206
23084,regalis,4.961408,-76.219558
22674,badilloi,3.536722,-76.705381
23014,obscuroides,3.601456,-76.646281
23150,spiralis,3.61695,-76.655708
23085,regalis,3.748889,-76.661625
23151,spiralis,3.783197,-76.645778
22683,cordata,6.870264,-75.029961
22735,pogonantha,6.811108,-74.959236
22896,lentiginosa,6.811108,-74.959236
23098,rigida,6.811108,-74.959236
11098,tortuosa,9.88,-84.23
11036,stilesii,9.71,-84.35
21853,imbricata,9.530489,-84.366597
21854,latispatha,9.476586,-84.195533
21855,wagneriana,9.476586,-84.195533
11063,osaensis,9.476586,-84.195533
21858,latispatha,8.970075,-83.4837
21859,imbricata,8.970075,-83.4837
21860,marginata,9.621161,-83.802608
21861,osaensis,8.967761,-83.499467
21862,irrasa,8.772292,-83.284028
1464,longa,8.757353,-83.331086
21863,stilesii,8.757353,-83.331086
15771,longa,8.751928,-83.351111
15772,longa,8.757353,-83.331086
5396,imbricata,8.720947,-83.487514
21864,imbricata,8.757353,-83.331086
15774,imbricata,8.757353,-83.331086
21865,latispatha,8.751928,-83.351111
21866,irrasa,8.720947,-83.487514
21867,latispatha,9.409389,-83.711672
21868,tortuosa,9.469703,-83.697094
21869,beckneri,9.464944,-83.707592
21870,lankesteri,9.482422,-83.683147
21871,gracilis,9.482422,-83.683147
21872,ramonensis,10.24731,-84.56455
21873,irrasa,10.24731,-84.56455
21874,mathiasiae,10.24731,-84.56455
21875,reticulata,10.24731,-84.56455
21876,curtispatha,10.24731,-84.56455
21877,irrasa,10.439403,-84.676411
21878,mathiasiae,10.439403,-84.676411
21879,curtispatha,10.439403,-84.676411
21880,latispatha,10.372,-84.504278
21881,latispatha,10.279697,-84.417992
21882,pogonantha,10.140111,-83.956556
21883,curtispatha,10.140111,-83.956556
21885,secunda,10.217003,-84.180342
21886,clinophila,10.241428,-84.171383
21887,curtispatha,10.367094,-84.166603
21888,irrasa,10.43,-84.02
21889,umbrophila,10.43,-84.02
21890,sarapiquensis,10.43,-84.02
21891,mathiasiae,10.43,-84.02
21892,pogonantha,10.43,-84.02
21893,imbricata,10.43,-84.02
21894,latispatha,10.43,-84.02
21895,vaginalis,10.43,-84.02
21896,imbricata,10.43,-84.02
21897,irrasa,10.427897,-83.994158
21898,mathiasiae,10.427897,-83.994158
21899,pogonantha,10.427897,-83.994158
21905,trichocarpa,10.43,-84.02
21906,pogonantha,10.248894,-83.924536
21912,imbricata,9.626903,-82.88775
21913,latispatha,9.626903,-82.88775
21914,mariae,9.626903,-82.88775
21915,vaginalis,9.626903,-82.88775
21916,irrasa,9.626903,-82.88775
21917,wagneriana,9.626903,-82.88775
11719,mariae,9.6,-82.76
21918,irrasa,9.643089,-82.805411
21919,pogonantha,9.643089,-82.805411
21920,pogonantha,10.040644,-83.546042
6766,burleana,-3.1,-78.47
22739,brenneri,-2.908897,-78.406472
23115,rostrata,-2.670917,-78.211244
23121,schumanniana,-2.58,-78.15
7067,orthotricha,-2.55,-78.15
15835,aemygdiana,-2.217453,-78.062239
7069,stricta,-2.2,-78.07
15838,episcopalis,-2.58,-78.15
23010,obscura,-2.984189,-77.805686
23007,obscura,-2.984189,-77.805686
23163,stricta,-3.025825,-77.950903
23009,obscura,-3.037906,-78.030792
23212,velutina,-3.019119,-78.058211
6770,standleyi,-3.02,-78.02
23008,obscura,-3.016072,-78.164886
15858,aemygdiana,-3.02,-78.02
6773,schumanniana,-3.08,-78.5
23047,peteriana,-3.148539,-78.490542
23038,pastazae,-3.274428,-78.578008
6749,pastazae,-3.27,-78.53
23206,vellerigera,-3.681503,-78.609661
22777,dielsiana,-4.033189,-79.006539
6598,pastazae,-4.02,-79.02
22778,dielsiana,-4.543806,-79.131633
22743,burleana,-4.526022,-79.131081
7353,riopalenquensis,-0.58656,-79.36472
23101,riopalenquensis,-0.58656,-79.36472
23102,riopalenquensis,-0.58656,-79.36472
15909,wagneriana,-0.08,-79.47
22915,longa,0.045592,-79.263917
23086,regalis,0.077528,-79.237097
22814,harlingii,0.073953,-78.990406
22795,fragilis,0.046531,-78.928025
23125,sclerotricha,0.027028,-78.860047
22988,nigripraefixa,0.015608,-78.599936
23218,virginalis,-0.269814,-78.951539
19438,griggsiana,-0.281247,-78.926936
7462,pardoi,-0.3,-78.87
