BRAHMS,UNIQUEID,CATEGORY,SPECIMENS,ACCESSION,BARCODE,COLLECTOR,NUMBER,ADDCOLL,DUPS,DAY,MONTH,YEAR,COLLECTED,MONTHNAME,FAMCLASS,ORDER,FAMILY,TAXSTAT,SPECIES,DETBY,DETDAY,DETMONTH,DETYEAR,ORIGINSTAT,ORIGINID,CONTINENT,REGION,COUNTRY,MAJORAREA,MINORAREA,GAZETTEER,SAMPLEID,SAMPNAME,ABUN,COUNT,DBH,HT,CULTIVATED,PHENOCULT,LAT,NS,LONG,EW,LLUNIT,LLRES,LLORIG,LLDATUM,QDS,LATDEC,LONGDEC,DEGSQ,ALT,ALTMAX,GENUS,SP1,AUTHOR1,UNIQUE,FACODE,GECODE,SPNUMBER,CONUMBER,CELLNUM
4043818,,V,0,,,J. Schoenenberger,289,et al.,K,28,4,1990,28 April 1990,April,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus dubius (Afzel.) K.Schum.,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West-Central Tropical Afr,Cameroon,,,,0,,0,0,0,0,No,No,5.116667,N,8.866667,E,DM,,,,,5.116667,8.866667,NE58,350,0,Costus,dubius,(Afzel.) K.Schum.,0,36,9766,1553,46,0
4043819,,V,0,,,U. Scholz,531,et al.,B,11,8,1971,11 August 1971,August,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus dubius (Afzel.) K.Schum.,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West Tropical Africa,Togo,,,,0,,0,0,0,0,No,No,7.566667,N,0.6,E,DM,,,,,7.566667,0.6,NE70,650,0,Costus,dubius,(Afzel.) K.Schum.,0,36,9766,1553,202,0
4043824,,V,2,,,G.A. Schweinfurth,3268,,"B,K",10,3,1870,10 March 1870,March,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus dubius (Afzel.) K.Schum.,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,,South Sudan,,,,0,,0,0,0,0,No,No,4.516667,N,28.3,E,DM,,,,,4.516667,28.3,NE428,0,0,Costus,dubius,(Afzel.) K.Schum.,0,36,9766,1553,344,0
4043831,,V,0,,,F. Seret,575,,BR,26,4,1906,26 April 1906,April,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus dubius (Afzel.) K.Schum.,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,Central Tropical Africa,Congo (Kinshasa),Orientale,,,0,,0,0,0,0,No,No,2.716667,N,29.066667,E,DM,,,,,2.716667,29.066667,NE229,0,0,Costus,dubius,(Afzel.) K.Schum.,0,36,9766,1553,236,0
4043836,,V,0,,,D. Small,286,,K,28,9,1951,28 September 1951,September,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus dubius (Afzel.) K.Schum.,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West Tropical Africa,Sierra Leone,,,,0,,0,0,0,0,No,No,9.866667,N,-11.166667,W,DM,,,,,9.866667,-11.166667,NW911,0,0,Costus,dubius,(Afzel.) K.Schum.,0,36,9766,1553,190,0
4043845,,V,0,,,A. Sourakov,s.n.,,MO,11,8,1996,11 August 1996,August,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus dubius (Afzel.) K.Schum.,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West Tropical Africa,Ghana,,,,0,,0,0,0,0,No,No,5.35,N,-1.383333,W,DM,,,,,5.35,-1.383333,NW51,110,0,Costus,dubius,(Afzel.) K.Schum.,0,36,9766,1553,79,0
4043853,,V,0,,,D.P. Stanfield,115,,"K,P",18,8,1957,18 August 1957,August,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus dubius (Afzel.) K.Schum.,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West Tropical Africa,Nigeria,,,,0,,0,0,0,0,No,No,6.316667,N,5.616667,E,DM,,,,,6.316667,5.616667,NE65,0,0,Costus,dubius,(Afzel.) K.Schum.,0,36,9766,1553,154,0
4043899,,V,0,,,D.W. Thomas,7441,et al.,"K,MO",7,5,1987,7 May 1987,May,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus dubius (Afzel.) K.Schum.,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West-Central Tropical Afr,Cameroon,,,,0,,0,0,0,0,No,No,6.216667,N,9.466667,E,DM,,,,,6.216667,9.466667,NE69,1000,1200,Costus,dubius,(Afzel.) K.Schum.,0,36,9766,1553,46,0
4043908,,V,0,,,D.W. Thomas,10017,,K,20,5,1994,20 May 1994,May,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus dubius (Afzel.) K.Schum.,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West-Central Tropical Afr,Cameroon,,,,0,,0,0,0,0,No,No,4.45,N,9.066667,E,DM,,,,,4.45,9.066667,NE49,300,0,Costus,dubius,(Afzel.) K.Schum.,0,36,9766,1553,46,0
4043921,,V,0,,,C. Tisserant,2772,,P,1,1,1921,1 January 1921,January,Magnoliopsida,Zingiberales,Zingiberaceae,acc,Costus dubius (Afzel.) K.Schum.,P.J.M. Maas; H. Maas-van de Kamer,0,0,2014,,,Africa,West-Central Tropical Afr,Central African Republic,,,,0,,0,0,0,0,No,No,5.766667,N,20.666667,E,DM,,,,,5.766667,20.666667,NE520,0,0,Costus,dubius,(Afzel.) K.Schum.,0,36,9766,1553,39,0
